year,basin,region,no,name,time,intensity,lat,lon
2020,NA,NA,30,OMAR,2020-09-03:09:00:00,TS,36.1291,-62.3061
2020,NA,NA,31,OMAR,2020-09-03:12:00:00,TS,36.1,-61.7
2020,NA,NA,32,OMAR,2020-09-03:15:00:00,TS,35.8723,-61.0766
2020,NA,NA,33,OMAR,2020-09-03:18:00:00,TS,35.6,-60.5
2020,NA,NA,34,OMAR,2020-09-03:21:00:00,TS,35.4123,-59.9627
2020,NA,NA,35,OMAR,2020-09-04:00:00:00,TS,35.3,-59.5
2020,NA,NA,36,OMAR,2020-09-04:03:00:00,TS,35.2771,-59.1354
2020,NA,NA,37,OMAR,2020-09-04:06:00:00,TS,35.3,-58.8
2020,NA,NA,38,OMAR,2020-09-04:09:00:00,TS,35.3001,-58.385
2020,NA,NA,39,OMAR,2020-09-04:12:00:00,TS,35.3,-58
2020,NA,NA,40,OMAR,2020-09-04:15:00:00,TS,35.2849,-57.7049
2020,NA,NA,41,OMAR,2020-09-04:18:00:00,TS,35.3,-57.5
2020,NA,NA,42,OMAR,2020-09-04:21:00:00,TS,35.3624,-57.3626
2020,NA,NA,43,OMAR,2020-09-05:00:00:00,TS,35.5,-57.3
2020,NA,NA,44,OMAR,2020-09-05:03:00:00,TS,35.705,-57.2849
2020,NA,NA,45,OMAR,2020-09-05:06:00:00,TS,36,-57.3
2020,NA,NA,46,OMAR,2020-09-05:09:00:00,TS,36.37,-57.3147
2020,NA,NA,47,OMAR,2020-09-05:12:00:00,TS,36.8,-57.3
2020,NA,NA,48,OMAR,2020-09-05:15:00:00,TS,37.2275,-57.2224
2020,NA,NA,49,OMAR,2020-09-05:18:00:00,DS,37.7,-57.1
2020,NA,NA,50,OMAR,2020-09-05:21:00:00,DS,38.197,-57.0227
2020,NA,NA,51,OMAR,2020-09-06:00:00:00,DS,38.8,-56.8
2020,NA,NA,52,OMAR,2020-09-06:03:00:00,DS,39.5563,-56.2927
2020,NA,NA,53,OMAR,2020-09-06:06:00:00,DS,40.4,-55.6
2020,NA,NA,1,RENE,2020-09-06:18:00:00,DS,14.6,-18.1
2020,NA,NA,2,RENE,2020-09-06:21:00:00,DS,14.6802,-18.5625
2020,NA,NA,3,RENE,2020-09-07:00:00:00,DS,14.8,-19
2020,NA,NA,4,RENE,2020-09-07:03:00:00,DS,14.9848,-19.4
2020,NA,NA,5,RENE,2020-09-07:06:00:00,TS,15.2,-19.8
2020,NA,NA,6,RENE,2020-09-07:09:00:00,TS,15.4074,-20.2276
2020,NA,NA,7,RENE,2020-09-07:12:00:00,TS,15.6,-20.7
2020,NA,NA,8,RENE,2020-09-07:15:00:00,TS,15.765,-21.235
2020,NA,NA,9,RENE,2020-09-07:18:00:00,TS,15.9,-21.8
2020,NA,NA,10,RENE,2020-09-07:21:00:00,TS,16.0072,-22.3351
2020,NA,NA,11,RENE,2020-09-08:00:00:00,TS,16.1,-22.9
2020,NA,NA,12,RENE,2020-09-08:03:00:00,TS,16.2073,-23.52
2020,NA,NA,13,RENE,2020-09-08:06:00:00,TS,16.3,-24.2
2020,NA,NA,14,RENE,2020-09-08:09:00:00,TS,16.35,-24.9427
2020,NA,NA,15,RENE,2020-09-08:12:00:00,TS,16.4,-25.7
2020,NA,NA,16,RENE,2020-09-08:15:00:00,TS,16.4921,-26.4
2020,NA,NA,17,RENE,2020-09-08:18:00:00,TS,16.6,-27.1
2020,NA,NA,18,RENE,2020-09-08:21:00:00,TS,16.6924,-27.8501
2020,NA,NA,19,RENE,2020-09-09:00:00:00,TS,16.8,-28.6
2020,NA,NA,20,RENE,2020-09-09:03:00:00,TS,16.9498,-29.3224
2020,NA,NA,21,RENE,2020-09-09:06:00:00,TS,17.1,-30
2020,NA,NA,22,RENE,2020-09-09:09:00:00,TS,17.1997,-30.6152
2020,NA,NA,23,RENE,2020-09-09:12:00:00,TS,17.3,-31.2
2020,NA,NA,24,RENE,2020-09-09:15:00:00,TS,17.4424,-31.8075
2020,NA,NA,25,RENE,2020-09-09:18:00:00,TS,17.6,-32.4
2020,NA,NA,26,RENE,2020-09-09:21:00:00,TS,17.7574,-32.9725
2020,NA,NA,27,RENE,2020-09-10:00:00:00,TS,17.9,-33.5
2020,NA,NA,28,RENE,2020-09-10:03:00:00,TS,17.9998,-33.9652
2020,NA,NA,29,RENE,2020-09-10:06:00:00,TS,18.1,-34.4
2020,NA,NA,30,RENE,2020-09-10:09:00:00,TS,18.2348,-34.8426
2020,NA,NA,31,RENE,2020-09-10:12:00:00,TS,18.4,-35.3
2020,NA,NA,32,RENE,2020-09-10:15:00:00,TS,18.6,-35.7999
2020,NA,NA,33,RENE,2020-09-10:18:00:00,TS,18.8,-36.3
2020,NA,NA,34,RENE,2020-09-10:21:00:00,TS,18.9498,-36.7502
2020,NA,NA,35,RENE,2020-09-11:00:00:00,TS,19.1,-37.2
2020,NA,NA,36,RENE,2020-09-11:03:00:00,TS,19.2924,-37.6851
2020,NA,NA,37,RENE,2020-09-11:06:00:00,TS,19.5,-38.2
2020,NA,NA,38,RENE,2020-09-11:09:00:00,TS,19.6923,-38.7278
2020,NA,NA,39,RENE,2020-09-11:12:00:00,TS,19.9,-39.3
2020,NA,NA,40,RENE,2020-09-11:15:00:00,TS,20.1275,-39.9427
2020,NA,NA,41,RENE,2020-09-11:18:00:00,TS,20.4,-40.6
2020,NA,NA,42,RENE,2020-09-11:21:00:00,TS,20.7273,-41.2152
2020,NA,NA,43,RENE,2020-09-12:00:00:00,TS,21.1,-41.8
2020,NA,NA,44,RENE,2020-09-12:03:00:00,TS,21.4847,-42.3579
2020,NA,NA,45,RENE,2020-09-12:06:00:00,TS,21.9,-42.9
2020,NA,NA,46,RENE,2020-09-12:09:00:00,TS,22.3424,-43.4577
2020,NA,NA,47,RENE,2020-09-12:12:00:00,TS,22.8,-44
2020,NA,NA,48,RENE,2020-09-12:15:00:00,TS,23.2423,-44.508
2020,NA,NA,49,RENE,2020-09-12:18:00:00,TS,23.7,-45
2020,NA,NA,50,RENE,2020-09-12:21:00:00,TS,24.1849,-45.5078
2020,NA,NA,51,RENE,2020-09-13:00:00:00,TS,24.7,-46
2020,NA,NA,52,RENE,2020-09-13:03:00:00,TS,25.2576,-46.4948
2020,NA,NA,53,RENE,2020-09-13:06:00:00,TS,25.8,-46.9
2020,NA,NA,54,RENE,2020-09-13:09:00:00,TS,26.2798,-47.153
2020,NA,NA,55,RENE,2020-09-13:12:00:00,TS,26.7,-47.3
2020,NA,NA,56,RENE,2020-09-13:15:00:00,TS,27.1099,-47.4077
2020,NA,NA,57,RENE,2020-09-13:18:00:00,TS,27.4,-47.5
2020,NA,NA,58,RENE,2020-09-13:21:00:00,TS,27.495,-47.6501
2020,NA,NA,59,RENE,2020-09-14:00:00:00,TS,27.5,-47.8
2020,NA,NA,60,RENE,2020-09-14:03:00:00,TS,27.5649,-47.8925
2020,NA,NA,61,RENE,2020-09-14:06:00:00,TS,27.6,-48
2020,NA,NA,62,RENE,2020-09-14:09:00:00,TS,27.5701,-48.1776
2020,NA,NA,63,RENE,2020-09-14:12:00:00,TS,27.5,-48.4
2020,NA,NA,1,PAULETTE,2020-09-07:00:00:00,TS,16.9,-41.3
2020,NA,NA,2,PAULETTE,2020-09-07:03:00:00,TS,16.9526,-41.5675
2020,NA,NA,3,PAULETTE,2020-09-07:06:00:00,TS,17,-41.8
2020,NA,NA,4,PAULETTE,2020-09-07:09:00:00,TS,17.0425,-41.9725
2020,NA,NA,5,PAULETTE,2020-09-07:12:00:00,TS,17.1,-42.1
2020,NA,NA,6,PAULETTE,2020-09-07:15:00:00,TS,17.185,-42.215
2020,NA,NA,7,PAULETTE,2020-09-07:18:00:00,TS,17.3,-42.3
2020,NA,NA,8,PAULETTE,2020-09-07:21:00:00,TS,17.4425,-42.35
2020,NA,NA,9,PAULETTE,2020-09-08:00:00:00,TS,17.6,-42.4
2020,NA,NA,10,PAULETTE,2020-09-08:03:00:00,TS,17.7425,-42.4776
2020,NA,NA,11,PAULETTE,2020-09-08:06:00:00,TS,17.9,-42.6
2020,NA,NA,12,PAULETTE,2020-09-08:09:00:00,TS,18.0999,-42.7625
2020,NA,NA,13,PAULETTE,2020-09-08:12:00:00,TS,18.3,-43
2020,NA,NA,14,PAULETTE,2020-09-08:15:00:00,TS,18.4575,-43.3201
2020,NA,NA,15,PAULETTE,2020-09-08:18:00:00,TS,18.6,-43.7
2020,NA,NA,16,PAULETTE,2020-09-08:21:00:00,TS,18.75,-44.1
2020,NA,NA,17,PAULETTE,2020-09-09:00:00:00,TS,18.9,-44.5
2020,NA,NA,18,PAULETTE,2020-09-09:03:00:00,TS,19.0423,-44.8502
2020,NA,NA,19,PAULETTE,2020-09-09:06:00:00,TS,19.2,-45.2
2020,NA,NA,20,PAULETTE,2020-09-09:09:00:00,TS,19.3925,-45.5925
2020,NA,NA,21,PAULETTE,2020-09-09:12:00:00,TS,19.6,-46
2020,NA,NA,22,PAULETTE,2020-09-09:15:00:00,TS,19.7999,-46.4001
2020,NA,NA,23,PAULETTE,2020-09-09:18:00:00,TS,20,-46.8
2020,NA,NA,24,PAULETTE,2020-09-09:21:00:00,TS,20.2,-47.2076
2020,NA,NA,25,PAULETTE,2020-09-10:00:00:00,TS,20.4,-47.6
2020,NA,NA,26,PAULETTE,2020-09-10:03:00:00,TS,20.5924,-47.9651
2020,NA,NA,27,PAULETTE,2020-09-10:06:00:00,TS,20.8,-48.3
2020,NA,NA,28,PAULETTE,2020-09-10:09:00:00,TS,21.0424,-48.6001
2020,NA,NA,29,PAULETTE,2020-09-10:12:00:00,TS,21.3,-48.9
2020,NA,NA,30,PAULETTE,2020-09-10:15:00:00,TS,21.55,-49.2426
2020,NA,NA,31,PAULETTE,2020-09-10:18:00:00,TS,21.8,-49.6
2020,NA,NA,32,PAULETTE,2020-09-10:21:00:00,TS,22.0499,-49.9427
2020,NA,NA,33,PAULETTE,2020-09-11:00:00:00,TS,22.3,-50.3
2020,NA,NA,34,PAULETTE,2020-09-11:03:00:00,TS,22.5423,-50.6778
2020,NA,NA,35,PAULETTE,2020-09-11:06:00:00,TS,22.8,-51.1
2020,NA,NA,36,PAULETTE,2020-09-11:09:00:00,TS,23.07,-51.5853
2020,NA,NA,37,PAULETTE,2020-09-11:12:00:00,TS,23.4,-52.1
2020,NA,NA,38,PAULETTE,2020-09-11:15:00:00,TS,23.8122,-52.5855
2020,NA,NA,39,PAULETTE,2020-09-11:18:00:00,TS,24.3,-53.1
2020,NA,NA,40,PAULETTE,2020-09-11:21:00:00,TS,24.8423,-53.6776
2020,NA,NA,41,PAULETTE,2020-09-12:00:00:00,TS,25.4,-54.3
2020,NA,NA,42,PAULETTE,2020-09-12:03:00:00,TS,25.915,-54.9577
2020,NA,NA,43,PAULETTE,2020-09-12:06:00:00,TS,26.4,-55.6
2020,NA,NA,44,PAULETTE,2020-09-12:09:00:00,TS,26.8721,-56.1655
2020,NA,NA,45,PAULETTE,2020-09-12:12:00:00,TS,27.3,-56.7
2020,NA,NA,46,PAULETTE,2020-09-12:15:00:00,TS,27.6721,-57.2356
2020,NA,NA,47,PAULETTE,2020-09-12:18:00:00,TS,28,-57.8
2020,NA,NA,48,PAULETTE,2020-09-12:21:00:00,TS,28.315,-58.4427
2020,NA,NA,49,PAULETTE,2020-09-13:00:00:00,TS,28.6,-59.1
2020,NA,NA,50,PAULETTE,2020-09-13:03:00:00,TS,28.8572,-59.7154
2020,NA,NA,51,PAULETTE,2020-09-13:06:00:00,TS,29.1,-60.3
2020,NA,NA,52,PAULETTE,2020-09-13:09:00:00,TS,29.3421,-60.8505
2020,NA,NA,53,PAULETTE,2020-09-13:12:00:00,TS,29.6,-61.4
2020,NA,NA,54,PAULETTE,2020-09-13:15:00:00,TS,29.885,-62.0077
2020,NA,NA,55,PAULETTE,2020-09-13:18:00:00,TS,30.2,-62.6
2020,NA,NA,56,PAULETTE,2020-09-13:21:00:00,TS,30.5273,-63.1304
2020,NA,NA,57,PAULETTE,2020-09-14:00:00:00,TS,30.9,-63.6
2020,NA,NA,58,PAULETTE,2020-09-14:03:00:00,TS,31.3198,-64.031
2020,NA,NA,59,PAULETTE,2020-09-14:06:00:00,TS,31.8,-64.4
2020,NA,NA,61,PAULETTE,2020-09-14:09:00:00,TS,32.3309,-64.7161
2020,NA,NA,62,PAULETTE,2020-09-14:12:00:00,TS,32.9,-64.9
2020,NA,NA,63,PAULETTE,2020-09-14:15:00:00,TS,33.3997,-64.7792
2020,NA,NA,64,PAULETTE,2020-09-14:18:00:00,TS,33.9,-64.4
2020,NA,NA,65,PAULETTE,2020-09-14:21:00:00,TS,34.485,-63.91
2020,NA,NA,66,PAULETTE,2020-09-15:00:00:00,TS,35.1,-63.3
2020,NA,NA,67,PAULETTE,2020-09-15:03:00:00,TS,35.6905,-62.7519
2020,NA,NA,68,PAULETTE,2020-09-15:06:00:00,TS,36.3,-62
2020,NA,NA,69,PAULETTE,2020-09-15:09:00:00,TS,36.9578,-60.8629
2020,NA,NA,70,PAULETTE,2020-09-15:12:00:00,TS,37.6,-59.5
2020,NA,NA,71,PAULETTE,2020-09-15:15:00:00,TS,38.1494,-58.1119
2020,NA,NA,72,PAULETTE,2020-09-15:18:00:00,TS,38.7,-56.7
2020,NA,NA,73,PAULETTE,2020-09-15:21:00:00,TS,39.3393,-55.3775
2020,NA,NA,74,PAULETTE,2020-09-16:00:00:00,TS,40,-54
2020,NA,NA,75,PAULETTE,2020-09-16:03:00:00,TS,40.5895,-52.4846
2020,NA,NA,76,PAULETTE,2020-09-16:06:00:00,TS,41.2,-50.8
2020,NA,NA,77,PAULETTE,2020-09-16:09:00:00,TS,41.8623,-48.8915
2020,NA,NA,78,PAULETTE,2020-09-16:12:00:00,ET,42.6,-46.9
2020,NA,NA,79,PAULETTE,2020-09-16:15:00:00,ET,43.4315,-44.9898
2020,NA,NA,80,PAULETTE,2020-09-16:18:00:00,ET,44.3,-43.1
2020,NA,NA,81,PAULETTE,2020-09-16:21:00:00,ET,45.145,-41.1257
2020,NA,NA,82,PAULETTE,2020-09-17:00:00:00,ET,45.9,-39.3
2020,NA,NA,83,PAULETTE,2020-09-17:03:00:00,ET,46.5668,-37.7637
2020,NA,NA,84,PAULETTE,2020-09-17:06:00:00,ET,47,-36.5
2020,NA,NA,85,PAULETTE,2020-09-17:09:00:00,ET,47.1106,-35.398
2020,NA,NA,86,PAULETTE,2020-09-17:12:00:00,ET,47,-34.5
2020,NA,NA,87,PAULETTE,2020-09-17:15:00:00,ET,46.8441,-33.6897
2020,NA,NA,88,PAULETTE,2020-09-17:18:00:00,ET,46.6,-33
2020,NA,NA,89,PAULETTE,2020-09-17:21:00:00,ET,46.375,-32.318
2020,NA,NA,90,PAULETTE,2020-09-18:00:00:00,ET,46,-31.8
2020,NA,NA,91,PAULETTE,2020-09-18:03:00:00,ET,45.3895,-31.5179
2020,NA,NA,92,PAULETTE,2020-09-18:06:00:00,ET,44.6,-31.4
2020,NA,NA,93,PAULETTE,2020-09-18:09:00:00,ET,43.7299,-31.3284
2020,NA,NA,94,PAULETTE,2020-09-18:12:00:00,ET,42.8,-31.3
2020,NA,NA,95,PAULETTE,2020-09-18:15:00:00,ET,41.9075,-31.2502
2020,NA,NA,96,PAULETTE,2020-09-18:18:00:00,ET,41,-31.2
2020,NA,NA,97,PAULETTE,2020-09-18:21:00:00,ET,40.02,-31.1423
2020,NA,NA,98,PAULETTE,2020-09-19:00:00:00,ET,39.1,-31.1
2020,NA,NA,99,PAULETTE,2020-09-19:03:00:00,ET,38.3474,-31.1389
2020,NA,NA,100,PAULETTE,2020-09-19:06:00:00,DS,37.7,-31.1
2020,NA,NA,101,PAULETTE,2020-09-19:09:00:00,DS,37.0401,-30.8515
2020,NA,NA,102,PAULETTE,2020-09-19:12:00:00,DS,36.5,-30.5
2020,NA,NA,103,PAULETTE,2020-09-19:15:00:00,DS,36.1252,-30.1277
2020,NA,NA,104,PAULETTE,2020-09-19:18:00:00,DS,35.9,-29.8
2020,NA,NA,105,PAULETTE,2020-09-19:21:00:00,DS,35.7699,-29.6054
2020,NA,NA,106,PAULETTE,2020-09-20:00:00:00,DS,35.7,-29.5
2020,NA,NA,107,PAULETTE,2020-09-20:03:00:00,DS,35.6149,-29.4049
2020,NA,NA,108,PAULETTE,2020-09-20:06:00:00,DS,35.5,-29.4
2020,NA,NA,109,PAULETTE,2020-09-20:09:00:00,DS,35.3147,-29.4748
2020,NA,NA,110,PAULETTE,2020-09-20:12:00:00,DS,35.1,-29.7
2020,NA,NA,111,PAULETTE,2020-09-20:15:00:00,DS,34.9154,-30.1276
2020,NA,NA,112,PAULETTE,2020-09-20:18:00:00,TS,34.7,-30.6
2020,NA,NA,113,PAULETTE,2020-09-20:21:00:00,TS,34.4299,-30.9677
2020,NA,NA,114,PAULETTE,2020-09-21:00:00:00,TS,34.1,-31.2
2020,NA,NA,115,PAULETTE,2020-09-21:03:00:00,TS,33.6842,-31.3504
2020,NA,NA,116,PAULETTE,2020-09-21:06:00:00,TS,33.3,-31.2
2020,NA,NA,117,PAULETTE,2020-09-21:09:00:00,TS,33.0103,-30.6257
2020,NA,NA,118,PAULETTE,2020-09-21:12:00:00,TS,32.9,-29.8
2020,NA,NA,119,PAULETTE,2020-09-21:15:00:00,TS,33.0322,-28.981
2020,NA,NA,120,PAULETTE,2020-09-21:18:00:00,TS,33.3,-28.1
2020,NA,NA,121,PAULETTE,2020-09-21:21:00:00,TS,33.5272,-27.1994
2020,NA,NA,122,PAULETTE,2020-09-22:00:00:00,TS,33.8,-26.3
2020,NA,NA,123,PAULETTE,2020-09-22:03:00:00,TS,34.1645,-25.4282
2020,NA,NA,124,PAULETTE,2020-09-22:06:00:00,TS,34.5,-24.6
2020,NA,NA,125,PAULETTE,2020-09-22:09:00:00,TS,34.7095,-23.8196
2020,NA,NA,126,PAULETTE,2020-09-22:12:00:00,DS,34.8,-23.1
2020,NA,NA,127,PAULETTE,2020-09-22:15:00:00,DS,34.7644,-22.434
2020,NA,NA,128,PAULETTE,2020-09-22:18:00:00,DS,34.7,-21.8
2020,NA,NA,129,PAULETTE,2020-09-22:21:00:00,DS,34.7272,-21.1501
2020,NA,NA,130,PAULETTE,2020-09-23:00:00:00,DS,34.8,-20.5
2020,NA,NA,131,PAULETTE,2020-09-23:03:00:00,DS,34.8624,-19.8344
2020,NA,NA,132,PAULETTE,2020-09-23:06:00:00,DS,35,-19.2
2020,NA,NA,133,PAULETTE,2020-09-23:09:00:00,DS,35.2697,-18.6203
2020,NA,NA,134,PAULETTE,2020-09-23:12:00:00,DS,35.6,-18.1
2020,NA,NA,135,PAULETTE,2020-09-23:15:00:00,DS,35.9449,-17.6054
2020,NA,NA,136,PAULETTE,2020-09-23:18:00:00,DS,36.2,-17.2
2020,NA,NA,137,PAULETTE,2020-09-23:21:00:00,DS,36.2673,-16.8894
2020,NA,NA,138,PAULETTE,2020-09-24:00:00:00,DS,36.2,-16.7
2020,NA,NA,139,PAULETTE,2020-09-24:03:00:00,DS,36.0873,-16.5671
2020,NA,NA,140,PAULETTE,2020-09-24:06:00:00,DS,35.9,-16.6
2020,NA,NA,141,PAULETTE,2020-09-24:09:00:00,DS,35.6872,-16.802
2020,NA,NA,142,PAULETTE,2020-09-24:12:00:00,DS,35.4,-17.2
2020,NA,NA,143,PAULETTE,2020-09-24:15:00:00,DS,35.03,-17.74
2020,NA,NA,144,PAULETTE,2020-09-24:18:00:00,DS,34.6,-18.4
2020,NA,NA,145,PAULETTE,2020-09-24:21:00:00,DS,34.1121,-19.0707
2020,NA,NA,146,PAULETTE,2020-09-25:00:00:00,DS,33.7,-19.8
2020,NA,NA,147,PAULETTE,2020-09-25:03:00:00,DS,33.512,-20.5684
2020,NA,NA,148,PAULETTE,2020-09-25:06:00:00,DS,33.4,-21.4
2020,NA,NA,149,PAULETTE,2020-09-25:09:00:00,DS,33.177,-22.2783
2020,NA,NA,150,PAULETTE,2020-09-25:12:00:00,DS,33,-23.2
2020,NA,NA,151,PAULETTE,2020-09-25:15:00:00,DS,32.9548,-24.157
2020,NA,NA,152,PAULETTE,2020-09-25:18:00:00,DS,33,-25.1
2020,NA,NA,153,PAULETTE,2020-09-25:21:00:00,DS,33.0618,-25.9729
2020,NA,NA,154,PAULETTE,2020-09-26:00:00:00,DS,33.2,-26.8
2020,NA,NA,155,PAULETTE,2020-09-26:03:00:00,DS,33.3975,-27.6452
2020,NA,NA,156,PAULETTE,2020-09-26:06:00:00,DS,33.7,-28.4
2020,NA,NA,157,PAULETTE,2020-09-26:09:00:00,DS,34.127,-29.0173
2020,NA,NA,158,PAULETTE,2020-09-26:12:00:00,DS,34.6,-29.5
2020,NA,NA,159,PAULETTE,2020-09-26:15:00:00,DS,34.9998,-29.9253
2020,NA,NA,160,PAULETTE,2020-09-26:18:00:00,DS,35.4,-30.2
2020,NA,NA,161,PAULETTE,2020-09-26:21:00:00,DS,35.8796,-30.3625
2020,NA,NA,162,PAULETTE,2020-09-27:00:00:00,DS,36.3,-30.3
2020,NA,NA,163,PAULETTE,2020-09-27:03:00:00,DS,36.545,-29.9902
2020,NA,NA,164,PAULETTE,2020-09-27:06:00:00,DS,36.7,-29.5
2020,NA,NA,165,PAULETTE,2020-09-27:09:00:00,DS,36.8875,-28.9729
2020,NA,NA,166,PAULETTE,2020-09-27:12:00:00,DS,37,-28.4
2020,NA,NA,167,PAULETTE,2020-09-27:15:00:00,DS,36.9799,-27.8344
2020,NA,NA,168,PAULETTE,2020-09-27:18:00:00,DS,36.9,-27.3
2020,NA,NA,169,PAULETTE,2020-09-27:21:00:00,DS,36.8649,-26.8127
2020,NA,NA,170,PAULETTE,2020-09-28:00:00:00,DS,36.8,-26.4
2020,NA,NA,171,PAULETTE,2020-09-28:03:00:00,DS,36.6724,-26.0549
2020,NA,NA,172,PAULETTE,2020-09-28:06:00:00,DS,36.5,-25.8
2020,NA,NA,173,PAULETTE,2020-09-28:09:00:00,DS,36.305,-25.6275
2020,NA,NA,174,PAULETTE,2020-09-28:12:00:00,DS,36.1,-25.5
2020,NA,NA,1,TEDDY,2020-09-12:06:00:00,TS,11,-31.4
2020,NA,NA,2,TEDDY,2020-09-12:09:00:00,TS,11.1002,-31.9099
2020,NA,NA,3,TEDDY,2020-09-12:12:00:00,TS,11.2,-32.4
2020,NA,NA,4,TEDDY,2020-09-12:15:00:00,TS,11.2999,-32.8575
2020,NA,NA,5,TEDDY,2020-09-12:18:00:00,TS,11.4,-33.3
2020,NA,NA,6,TEDDY,2020-09-12:21:00:00,TS,11.4924,-33.7501
2020,NA,NA,7,TEDDY,2020-09-13:00:00:00,TS,11.6,-34.2
2020,NA,NA,8,TEDDY,2020-09-13:03:00:00,TS,11.7424,-34.635
2020,NA,NA,9,TEDDY,2020-09-13:06:00:00,TS,11.9,-35.1
2020,NA,NA,10,TEDDY,2020-09-13:09:00:00,TS,12.0424,-35.6276
2020,NA,NA,11,TEDDY,2020-09-13:12:00:00,TS,12.2,-36.2
2020,NA,NA,12,TEDDY,2020-09-13:15:00:00,TS,12.3999,-36.785
2020,NA,NA,13,TEDDY,2020-09-13:18:00:00,TS,12.6,-37.4
2020,NA,NA,14,TEDDY,2020-09-13:21:00:00,TS,12.7796,-38.0125
2020,NA,NA,15,TEDDY,2020-09-14:00:00:00,TS,12.9,-38.7
2020,NA,NA,16,TEDDY,2020-09-14:03:00:00,TS,12.9225,-39.5202
2020,NA,NA,17,TEDDY,2020-09-14:06:00:00,TS,12.9,-40.4
2020,NA,NA,18,TEDDY,2020-09-14:09:00:00,TS,12.9,-41.28
2020,NA,NA,19,TEDDY,2020-09-14:12:00:00,TS,12.9,-42.1
2020,NA,NA,20,TEDDY,2020-09-14:15:00:00,TS,12.8922,-42.795
2020,NA,NA,21,TEDDY,2020-09-14:18:00:00,TS,12.9,-43.4
2020,NA,NA,22,TEDDY,2020-09-14:21:00:00,TS,12.9198,-43.9726
2020,NA,NA,23,TEDDY,2020-09-15:00:00:00,TS,13,-44.5
2020,NA,NA,24,TEDDY,2020-09-15:03:00:00,TS,13.1773,-45
2020,NA,NA,25,TEDDY,2020-09-15:06:00:00,TS,13.4,-45.5
2020,NA,NA,26,TEDDY,2020-09-15:09:00:00,TS,13.6001,-46.065
2020,NA,NA,27,TEDDY,2020-09-15:12:00:00,TS,13.8,-46.6
2020,NA,NA,28,TEDDY,2020-09-15:15:00:00,TS,13.9924,-47.0376
2020,NA,NA,29,TEDDY,2020-09-15:18:00:00,TS,14.2,-47.4
2020,NA,NA,30,TEDDY,2020-09-15:21:00:00,TS,14.4274,-47.7151
2020,NA,NA,31,TEDDY,2020-09-16:00:00:00,TS,14.7,-48
2020,NA,NA,32,TEDDY,2020-09-16:03:00:00,TS,15.0349,-48.2926
2020,NA,NA,33,TEDDY,2020-09-16:06:00:00,TS,15.4,-48.6
2020,NA,NA,34,TEDDY,2020-09-16:09:00:00,TS,15.7499,-48.9277
2020,NA,NA,35,TEDDY,2020-09-16:12:00:00,TS,16.1,-49.3
2020,NA,NA,36,TEDDY,2020-09-16:15:00:00,TS,16.4575,-49.735
2020,NA,NA,37,TEDDY,2020-09-16:18:00:00,TS,16.8,-50.2
2020,NA,NA,38,TEDDY,2020-09-16:21:00:00,TS,17.0999,-50.6503
2020,NA,NA,39,TEDDY,2020-09-17:00:00:00,TS,17.4,-51.1
2020,NA,NA,40,TEDDY,2020-09-17:03:00:00,TS,17.7349,-51.5576
2020,NA,NA,41,TEDDY,2020-09-17:06:00:00,TS,18.1,-52
2020,NA,NA,42,TEDDY,2020-09-17:09:00:00,TS,18.4923,-52.4002
2020,NA,NA,43,TEDDY,2020-09-17:12:00:00,TS,18.9,-52.8
2020,NA,NA,44,TEDDY,2020-09-17:15:00:00,TS,19.3075,-53.2575
2020,NA,NA,45,TEDDY,2020-09-17:18:00:00,TS,19.7,-53.7
2020,NA,NA,46,TEDDY,2020-09-17:21:00:00,TS,20.0573,-54.0653
2020,NA,NA,47,TEDDY,2020-09-18:00:00:00,TS,20.4,-54.4
2020,NA,NA,48,TEDDY,2020-09-18:03:00:00,TS,20.7574,-54.7501
2020,NA,NA,49,TEDDY,2020-09-18:06:00:00,TS,21.1,-55.1
2020,NA,NA,50,TEDDY,2020-09-18:09:00:00,TS,21.3924,-55.4503
2020,NA,NA,51,TEDDY,2020-09-18:12:00:00,TS,21.7,-55.8
2020,NA,NA,52,TEDDY,2020-09-18:15:00:00,TS,22.0699,-56.1502
2020,NA,NA,53,TEDDY,2020-09-18:18:00:00,TS,22.5,-56.5
2020,NA,NA,54,TEDDY,2020-09-18:21:00:00,TS,22.9924,-56.8501
2020,NA,NA,55,TEDDY,2020-09-19:00:00:00,TS,23.5,-57.2
2020,NA,NA,56,TEDDY,2020-09-19:03:00:00,TS,23.9499,-57.5429
2020,NA,NA,57,TEDDY,2020-09-19:06:00:00,TS,24.4,-57.9
2020,NA,NA,58,TEDDY,2020-09-19:09:00:00,TS,24.9073,-58.2777
2020,NA,NA,59,TEDDY,2020-09-19:12:00:00,TS,25.4,-58.7
2020,NA,NA,60,TEDDY,2020-09-19:15:00:00,TS,25.8224,-59.1778
2020,NA,NA,61,TEDDY,2020-09-19:18:00:00,TS,26.2,-59.7
2020,NA,NA,62,TEDDY,2020-09-19:21:00:00,TS,26.5649,-60.2428
2020,NA,NA,63,TEDDY,2020-09-20:00:00:00,TS,26.9,-60.8
2020,NA,NA,64,TEDDY,2020-09-20:03:00:00,TS,27.2151,-61.3801
2020,NA,NA,65,TEDDY,2020-09-20:06:00:00,TS,27.5,-61.9
2020,NA,NA,66,TEDDY,2020-09-20:09:00:00,TS,27.7571,-62.2805
2020,NA,NA,67,TEDDY,2020-09-20:12:00:00,TS,28,-62.6
